Record,Sale_amount,Sale_date,Beds,Baths,Sqft_home,Sqft_lot,Build_year,Town,University
7191,195000,42524,4,3,1386,6033,1989,"Lincoln, NE",University of Nebraska Lincoln
7192,209900,42544,3,3,1430,10280,1989,"Lincoln, NE",University of Nebraska Lincoln
7193,513000,42527,4,4.5,3058,14810.4,1995,"Lincoln, NE",University of Nebraska Lincoln
7194,250000,42523,4,4,2054,7623,1996,"Lincoln, NE",University of Nebraska Lincoln
7195,248000,42524,4,4,2134,7405,1996,"Lincoln, NE",University of Nebraska Lincoln
7196,245000,42531,3,3,2088,8712,1995,"Lincoln, NE",University of Nebraska Lincoln
7197,273000,42530,4,3,1748,13068,1997,"Lincoln, NE",University of Nebraska Lincoln
7198,332500,42529,6,4,2687,11761.2,1994,"Lincoln, NE",University of Nebraska Lincoln
7199,102000,42530,3,1,936,9148,1977,"Lincoln, NE",University of Nebraska Lincoln
7200,123000,42527,3,3,1799,131115.6,1985,"Lincoln, NE",University of Nebraska Lincoln
7201,353500,42536,3,4,2082,131551.2,1990,"Lincoln, NE",University of Nebraska Lincoln
7202,250000,42523,3,2,1440,128066.4,1987,"Lincoln, NE",University of Nebraska Lincoln
7203,142900,42547,4,2,1040,7100,1966,"Lincoln, NE",University of Nebraska Lincoln
7204,100000,42535,3,1,925,8712,1952,"Lincoln, NE",University of Nebraska Lincoln
7205,139000,42521,3,2,1440,17859.6,1968,"Lincoln, NE",University of Nebraska Lincoln
7206,43000,42531,3,1,1008,7405,1955,"Lincoln, NE",University of Nebraska Lincoln
7207,109900,42538,2,1.5,720,7405,1950,"Lincoln, NE",University of Nebraska Lincoln
7208,121000,42528,2,2,720,7405,1950,"Lincoln, NE",University of Nebraska Lincoln
7209,130000,42568,3,2,1175,7405,1954,"Lincoln, NE",University of Nebraska Lincoln
7210,65000,42535,1,1,720,5663,1947,"Lincoln, NE",University of Nebraska Lincoln
7211,271000,42534,6,5,2870,10454,2006,"Lincoln, NE",University of Nebraska Lincoln
7212,136000,42528,2,2,1008,7841,1954,"Lincoln, NE",University of Nebraska Lincoln
7213,116000,42521,3,1,961,6970,1954,"Lincoln, NE",University of Nebraska Lincoln
7214,115000,42542,2,1,775,6970,1952,"Lincoln, NE",University of Nebraska Lincoln
7215,110000,42522,2,1,784,6970,1952,"Lincoln, NE",University of Nebraska Lincoln
7216,110000,42556,3,2,800,7801,1952,"Lincoln, NE",University of Nebraska Lincoln
7217,122000,42524,2,2,728,8537,1952,"Lincoln, NE",University of Nebraska Lincoln
7218,113000,42531,3,2,825,6098,1952,"Lincoln, NE",University of Nebraska Lincoln
7219,120000,42550,3,2,984,6970,1956,"Lincoln, NE",University of Nebraska Lincoln
7220,175000,42527,4,2.5,1285,8276,1977,"Lincoln, NE",University of Nebraska Lincoln
7221,96500,42535,3,3,1218,6521,1978,"Lincoln, NE",University of Nebraska Lincoln
7222,200000,42545,3,2,1620,9148,1985,"Lincoln, NE",University of Nebraska Lincoln
7223,96500,42535,3,2.25,1104,8119,1979,"Lincoln, NE",University of Nebraska Lincoln
7224,159900,42535,3,3,1302,8260,1969,"Lincoln, NE",University of Nebraska Lincoln
7225,176000,42534,3,2.5,1516,6098,1979,"Lincoln, NE",University of Nebraska Lincoln
7226,171000,42535,3,2,1134,6534,1983,"Lincoln, NE",University of Nebraska Lincoln
7227,182000,42536,3,2,1483,7405,1979,"Lincoln, NE",University of Nebraska Lincoln
7228,270000,42522,3,3,3578,8973,1995,"Lincoln, NE",University of Nebraska Lincoln
7229,244500,42551,4,3,1981,6970,1994,"Lincoln, NE",University of Nebraska Lincoln
7230,123000,42534,3,1.5,983,9148,1963,"Lincoln, NE",University of Nebraska Lincoln
7231,118000,42537,3,2,945,9583,1964,"Lincoln, NE",University of Nebraska Lincoln
7232,108000,42538,3,1,1061,6534,1963,"Lincoln, NE",University of Nebraska Lincoln
7233,153000,42537,3,3,1142,7841,1968,"Lincoln, NE",University of Nebraska Lincoln
7234,93000,42557,2,2,720,4791,1955,"Lincoln, NE",University of Nebraska Lincoln
7235,150000,42524,3,2,1719,14810.4,1962,"Lincoln, NE",University of Nebraska Lincoln
7236,93000,42521,2,1,1040,6969,1920,"Lincoln, NE",University of Nebraska Lincoln
7237,80000,42535,3,2,1530,6970,1920,"Lincoln, NE",University of Nebraska Lincoln
7238,60000,42520,2,1,900,8712,1920,"Lincoln, NE",University of Nebraska Lincoln
7239,74000,42522,3,1,986,6970,1986,"Lincoln, NE",University of Nebraska Lincoln
7240,112000,42529,2,1,1236,10454,1926,"Lincoln, NE",University of Nebraska Lincoln
7241,38000,42530,2,1,952,6534,1907,"Lincoln, NE",University of Nebraska Lincoln
7242,110000,42523,3,2,1600,6970,1900,"Lincoln, NE",University of Nebraska Lincoln
7243,45000,42528,3,1,972,9583,1910,"Lincoln, NE",University of Nebraska Lincoln
7244,193000,42529,4,2,2478,10454,1930,"Lincoln, NE",University of Nebraska Lincoln
7245,108000,42529,3,2,825,5227,1952,"Lincoln, NE",University of Nebraska Lincoln
7246,158500,42556,3,2,1882,6534,1920,"Lincoln, NE",University of Nebraska Lincoln
7247,96000,42538,2,2,836,4356,1915,"Lincoln, NE",University of Nebraska Lincoln
7248,89000,42566,2,1,996,5663,1900,"Lincoln, NE",University of Nebraska Lincoln
7249,73000,42527,2,1,768,7050,1945,"Lincoln, NE",University of Nebraska Lincoln
7250,130000,42522,3,2,1416,7100,1922,"Lincoln, NE",University of Nebraska Lincoln
7251,116000,42545,2,2,936,4791,1931,"Lincoln, NE",University of Nebraska Lincoln
7252,74000,42537,2,1,775,4792,1950,"Lincoln, NE",University of Nebraska Lincoln
7253,148000,42529,3,2,1126,7405,1987,"Lincoln, NE",University of Nebraska Lincoln
7254,122000,42524,3,2,1000,8712,1957,"Lincoln, NE",University of Nebraska Lincoln
7255,122500,42549,2,1.5,775,6098,1956,"Lincoln, NE",University of Nebraska Lincoln
7256,124000,42524,3,2,1050,6970,1960,"Lincoln, NE",University of Nebraska Lincoln
7257,108000,42522,2,2,1311,8712,1961,"Lincoln, NE",University of Nebraska Lincoln
7258,130000,42517,3,1.75,1025,6970,1962,"Lincoln, NE",University of Nebraska Lincoln
7259,130000,42529,3,1.25,1613,9583,1957,"Lincoln, NE",University of Nebraska Lincoln
7260,127500,42566,3,1,825,6054,1958,"Lincoln, NE",University of Nebraska Lincoln
7261,63000,42517,2,1,1008,8276,1955,"Lincoln, NE",University of Nebraska Lincoln
7262,122000,42537,3,1,1014,10890,1960,"Lincoln, NE",University of Nebraska Lincoln
7263,132600,42549,3,1.5,1104,10018,1960,"Lincoln, NE",University of Nebraska Lincoln
7264,149400,42531,4,1.75,1112,8276,1962,"Lincoln, NE",University of Nebraska Lincoln
7265,110000,42524,3,1,1008,12196.8,1955,"Lincoln, NE",University of Nebraska Lincoln
7266,214000,42529,3,3,1777,13068,1997,"Lincoln, NE",University of Nebraska Lincoln
7267,125000,42537,2,2,936,8712,1984,"Lincoln, NE",University of Nebraska Lincoln
7268,143000,42527,3,2,1030,6098,1981,"Lincoln, NE",University of Nebraska Lincoln
7269,179000,42556,3,3,1134,9797,1966,"Lincoln, NE",University of Nebraska Lincoln
7270,186000,42530,2,3,1395,12196.8,1966,"Lincoln, NE",University of Nebraska Lincoln
7271,123000,42523,3,2,1025,8076,1962,"Lincoln, NE",University of Nebraska Lincoln
7272,128500,42563,2,1.5,840,7405,1963,"Lincoln, NE",University of Nebraska Lincoln
7273,125000,42535,3,2,1248,9365,1963,"Lincoln, NE",University of Nebraska Lincoln
7274,132500,42538,3,1.75,1012,10018,1962,"Lincoln, NE",University of Nebraska Lincoln
7275,175000,42522,4,2,1407,7405,1965,"Lincoln, NE",University of Nebraska Lincoln
7276,185000,42537,3,3,1050,8276,1966,"Lincoln, NE",University of Nebraska Lincoln
7277,197000,42531,3,2.5,1508,10454,1965,"Lincoln, NE",University of Nebraska Lincoln
7278,195000,42544,3,3,1624,10454,1961,"Lincoln, NE",University of Nebraska Lincoln
7279,160000,42523,3,2,1463,13068,1955,"Lincoln, NE",University of Nebraska Lincoln
7280,256000,42521,3,2.25,2301,9583,1985,"Lincoln, NE",University of Nebraska Lincoln
7281,330000,42516,5,4,2475,12196.8,1984,"Lincoln, NE",University of Nebraska Lincoln
7282,163000,42522,3,1.5,2337,6098,1953,"Lincoln, NE",University of Nebraska Lincoln
7283,143500,42559,3,2,1117,6098,1950,"Lincoln, NE",University of Nebraska Lincoln
7284,96000,42538,2,1.25,864,8276,1956,"Lincoln, NE",University of Nebraska Lincoln
7285,134000,42529,2,2,1080,8712,1956,"Lincoln, NE",University of Nebraska Lincoln
7286,116000,42534,3,1,1056,8276,1926,"Lincoln, NE",University of Nebraska Lincoln
7287,129900,42537,3,1.75,948,8276,1955,"Lincoln, NE",University of Nebraska Lincoln
7288,120000,42521,2,1,876,5663,1925,"Lincoln, NE",University of Nebraska Lincoln
7289,114000,42538,2,2,720,6098,1950,"Lincoln, NE",University of Nebraska Lincoln
7290,167600,42561,3,2,1148,9148,1955,"Lincoln, NE",University of Nebraska Lincoln
7291,123500,42537,3,1,1600,8276,1950,"Lincoln, NE",University of Nebraska Lincoln
7292,166000,42522,2,3,1206,8276,1952,"Lincoln, NE",University of Nebraska Lincoln
7293,128000,42531,2,2,1017,8712,1950,"Lincoln, NE",University of Nebraska Lincoln
7294,143000,42516,2,1,978,4356,1925,"Lincoln, NE",University of Nebraska Lincoln
7295,219000,42524,3,2,2478,6534,1916,"Lincoln, NE",University of Nebraska Lincoln
7296,124000,42527,2,1,828,6098,1918,"Lincoln, NE",University of Nebraska Lincoln
7297,135000,42521,2,2,968,7448,1941,"Lincoln, NE",University of Nebraska Lincoln
7298,80000,42563,2,1,968,6534,1920,"Lincoln, NE",University of Nebraska Lincoln
7299,247000,42535,3,3,1276,6534,1925,"Lincoln, NE",University of Nebraska Lincoln
7300,90000,42524,2,1,768,5227,1930,"Lincoln, NE",University of Nebraska Lincoln
7301,105000,42535,2,1,1024,4205,1910,"Lincoln, NE",University of Nebraska Lincoln
7302,150000,42522,4,1.75,2336,6534,1916,"Lincoln, NE",University of Nebraska Lincoln
7303,110000,42517,2,2,1070,6098,1920,"Lincoln, NE",University of Nebraska Lincoln
7304,135000,42545,3,2,1417,3920,1925,"Lincoln, NE",University of Nebraska Lincoln
7305,92500,42521,3,2,1416,3301,1926,"Lincoln, NE",University of Nebraska Lincoln
7306,121000,42529,2,2,898,4792,1930,"Lincoln, NE",University of Nebraska Lincoln
7307,127500,42533,3,1,985,5636,1946,"Lincoln, NE",University of Nebraska Lincoln
7308,128000,42551,2,2,840,4792,1945,"Lincoln, NE",University of Nebraska Lincoln
7309,70000,42552,3,1,1088,6970,1947,"Lincoln, NE",University of Nebraska Lincoln
7310,115000,42537,2,1,762,6534,1930,"Lincoln, NE",University of Nebraska Lincoln
7311,191300,42545,3,2,1155,6970,1925,"Lincoln, NE",University of Nebraska Lincoln
7312,303000,42524,4,2.25,2586,7405,1926,"Lincoln, NE",University of Nebraska Lincoln
7313,215000,42517,5,3,2562,7405,1926,"Lincoln, NE",University of Nebraska Lincoln
7314,254000,42528,4,3,1740,6534,1949,"Lincoln, NE",University of Nebraska Lincoln
7315,115000,42534,2,2,728,6970,1946,"Lincoln, NE",University of Nebraska Lincoln
7316,120000,42521,5,3,3806,75358.8,1918,"Lincoln, NE",University of Nebraska Lincoln
7317,158000,42535,3,2,1641,8276,1950,"Lincoln, NE",University of Nebraska Lincoln
7318,127500,42524,2,1,960,6098,1950,"Lincoln, NE",University of Nebraska Lincoln
7319,167000,42527,3,2,1472,7405,1960,"Lincoln, NE",University of Nebraska Lincoln
7320,147500,42542,2,2,952,6534,1954,"Lincoln, NE",University of Nebraska Lincoln
7321,320000,42535,3,3.25,2455,19602,1967,"Lincoln, NE",University of Nebraska Lincoln
7322,99000,42545,3,1,1044,7405,1900,"Lincoln, NE",University of Nebraska Lincoln
7323,31000,42528,2,2,909,10019,1956,"Lincoln, NE",University of Nebraska Lincoln
7324,186000,42529,4,4,2409,11761.2,1978,"Lincoln, NE",University of Nebraska Lincoln
7325,332000,42523,4,4.25,2894,13503.6,1974,"Lincoln, NE",University of Nebraska Lincoln
7326,255000,42549,4,3,3121,22215.6,1972,"Lincoln, NE",University of Nebraska Lincoln
7327,187000,42536,3,3,1724,10019,1965,"Lincoln, NE",University of Nebraska Lincoln
7328,278000,42530,2,2.5,2479,250034.4,1971,"Lincoln, NE",University of Nebraska Lincoln
7329,370000,42517,3,3,3290,218671.2,1978,"Lincoln, NE",University of Nebraska Lincoln
7330,129500,42537,3,2,1308,1742,1998,"Lincoln, NE",University of Nebraska Lincoln
7331,86000,42523,2,2,816,7927,1997,"Lincoln, NE",University of Nebraska Lincoln
7332,180000,42531,3,3,1246,11325.6,1998,"Lincoln, NE",University of Nebraska Lincoln
7333,228000,42527,4,4,1371,10019,1995,"Lincoln, NE",University of Nebraska Lincoln
7334,305000,42527,5,4,2425,10018,1998,"Lincoln, NE",University of Nebraska Lincoln
7335,260000,42535,4,3,1472,16552.8,1999,"Lincoln, NE",University of Nebraska Lincoln
7336,390100,42517,4,4,2914,10019,2001,"Lincoln, NE",University of Nebraska Lincoln
7337,339500,42534,5,4,2678,11325.6,1999,"Lincoln, NE",University of Nebraska Lincoln
7338,228000,42523,3,4,1830,6098,1997,"Lincoln, NE",University of Nebraska Lincoln
7339,237000,42541,4,3,1375,8276,1999,"Lincoln, NE",University of Nebraska Lincoln
7340,325000,42541,4,3,1999,11761.2,1997,"Lincoln, NE",University of Nebraska Lincoln
7341,316500,42542,4,4,2389,10890,1997,"Lincoln, NE",University of Nebraska Lincoln
7342,665000,42522,3,4,2548,9260,2000,"Lincoln, NE",University of Nebraska Lincoln
7343,550000,42527,3,3,2398,10019,2000,"Lincoln, NE",University of Nebraska Lincoln
7344,298000,42517,4,3,2403,9148,2001,"Lincoln, NE",University of Nebraska Lincoln
7345,350000,42542,4,3,1757,52272,2001,"Lincoln, NE",University of Nebraska Lincoln
7346,440000,42537,3,3,1936,10890,2003,"Lincoln, NE",University of Nebraska Lincoln
7347,160000,42517,3,2,1046,6970,2000,"Lincoln, NE",University of Nebraska Lincoln
7348,216000,42529,3,2,2206,11325.6,2000,"Lincoln, NE",University of Nebraska Lincoln
7349,150000,42558,3,3,1200,6098,2001,"Lincoln, NE",University of Nebraska Lincoln
7350,219000,42535,4,3,1176,7841,2002,"Lincoln, NE",University of Nebraska Lincoln
7351,218000,42536,3,2,1364,7405,2000,"Lincoln, NE",University of Nebraska Lincoln
7352,399000,42530,3,3,2038,12632.4,2000,"Lincoln, NE",University of Nebraska Lincoln
7353,380000,42529,3,3,1741,11325.6,2005,"Lincoln, NE",University of Nebraska Lincoln
7354,419000,42534,5,4,2448,16117.2,2003,"Lincoln, NE",University of Nebraska Lincoln
7355,330000,42522,4,3,1699,10454,2000,"Lincoln, NE",University of Nebraska Lincoln
7356,320000,42530,5,3.25,2176,11325.6,1999,"Lincoln, NE",University of Nebraska Lincoln
7357,325000,42530,5,4,1726,10018,2002,"Lincoln, NE",University of Nebraska Lincoln
7358,230000,42528,3,3,1750,8712,2002,"Lincoln, NE",University of Nebraska Lincoln
7359,244000,42527,4,3,1589,7840,2002,"Lincoln, NE",University of Nebraska Lincoln
7360,244500,42548,5,3,1410,8276,2002,"Lincoln, NE",University of Nebraska Lincoln
7361,234000,42529,5,3,1908,9147,2001,"Lincoln, NE",University of Nebraska Lincoln
7362,145500,42559,3,2,1100,6664,2001,"Lincoln, NE",University of Nebraska Lincoln
7363,465000,42522,5,4,2815,10019,2004,"Lincoln, NE",University of Nebraska Lincoln
7364,322000,42522,4,4,2317,13503.6,2004,"Lincoln, NE",University of Nebraska Lincoln
7365,268000,42538,4,3,1721,9583,2002,"Lincoln, NE",University of Nebraska Lincoln
7366,263000,42522,4,3.25,1800,9583,2001,"Lincoln, NE",University of Nebraska Lincoln
7367,175000,42528,3,1.75,1158,7405,2002,"Lincoln, NE",University of Nebraska Lincoln
7368,730000,42529,5,4,2958,18295.2,2003,"Lincoln, NE",University of Nebraska Lincoln
7369,361000,42522,3,4,2179,44431.2,2002,"Lincoln, NE",University of Nebraska Lincoln
7370,212500,42566,3,2,1300,8276,2001,"Lincoln, NE",University of Nebraska Lincoln
7371,180000,42524,3,1.75,1286,9147,2003,"Lincoln, NE",University of Nebraska Lincoln
7372,88000,42530,3,2,1200,9148,2003,"Lincoln, NE",University of Nebraska Lincoln
7373,148000,42541,2,1,1000,7841,2003,"Lincoln, NE",University of Nebraska Lincoln
7374,360000,42523,4,4,3500,10890,2002,"Lincoln, NE",University of Nebraska Lincoln
7375,245000,42522,4,3,1350,8712,2003,"Lincoln, NE",University of Nebraska Lincoln
7376,233000,42530,4,3,1487,7405,2004,"Lincoln, NE",University of Nebraska Lincoln
7377,204000,42524,3,3,1232,6050,2004,"Lincoln, NE",University of Nebraska Lincoln
7378,188000,42534,4,4,1737,6098,2004,"Lincoln, NE",University of Nebraska Lincoln
7379,190000,42541,3,3,1503,8973,2007,"Lincoln, NE",University of Nebraska Lincoln
7380,178000,42524,3,2,1107,7841,2015,"Lincoln, NE",University of Nebraska Lincoln
7381,209000,42550,3,4,1685,5227,2005,"Lincoln, NE",University of Nebraska Lincoln
7382,244556,42522,4,4,2903,7841,2004,"Lincoln, NE",University of Nebraska Lincoln
7383,139000,42528,3,2,1306,5934,1925,"Lincoln, NE",University of Nebraska Lincoln
7384,196000,42522,4,3,1146,8608,2004,"Lincoln, NE",University of Nebraska Lincoln
7385,260000,42521,4,3,1696,7405,2004,"Lincoln, NE",University of Nebraska Lincoln
7386,215000,42527,3,3,1351,7405,2004,"Lincoln, NE",University of Nebraska Lincoln
7387,210000,42534,4,3,1173,6098,2004,"Lincoln, NE",University of Nebraska Lincoln
7388,149000,42535,4,2,1640,8189,2005,"Lincoln, NE",University of Nebraska Lincoln
7389,250000,42522,4,3,2052,9583,2005,"Lincoln, NE",University of Nebraska Lincoln
7390,147000,42545,3,2,805,7187,2005,"Lincoln, NE",University of Nebraska Lincoln
7391,140000,42524,3,2.5,1589,2613,2004,"Lincoln, NE",University of Nebraska Lincoln
7392,395000,42529,4,3,1794,6098,2006,"Lincoln, NE",University of Nebraska Lincoln
7393,157000,42524,3,2,1026,7405,2005,"Lincoln, NE",University of Nebraska Lincoln
7394,202000,42522,3,3,1620,4791,2013,"Lincoln, NE",University of Nebraska Lincoln
7395,200000,42521,3,2,1192,7187,2012,"Lincoln, NE",University of Nebraska Lincoln
7396,169900,42552,3,1.75,1114,7405,2010,"Lincoln, NE",University of Nebraska Lincoln
7397,318000,42529,4,3,2546,7797,2011,"Lincoln, NE",University of Nebraska Lincoln
7398,195000,42524,3,2,1196,7405,2007,"Lincoln, NE",University of Nebraska Lincoln
7399,265000,42523,5,3,1565,7405,2013,"Lincoln, NE",University of Nebraska Lincoln
7400,226000,42534,3,3,1543,9583,2012,"Lincoln, NE",University of Nebraska Lincoln
7401,273000,42538,2,2.5,1677,8276,2009,"Lincoln, NE",University of Nebraska Lincoln
7402,166000,42522,3,3.5,2280,2354,2008,"Lincoln, NE",University of Nebraska Lincoln
7403,219000,42541,3,3,1599,3920,2015,"Lincoln, NE",University of Nebraska Lincoln
7404,290000,42530,4,3,1464,8276,2011,"Lincoln, NE",University of Nebraska Lincoln
7405,627000,42527,5,5,4864,19602,2015,"Lincoln, NE",University of Nebraska Lincoln
7406,293444,42536,3,2,1717,10018,2009,"Lincoln, NE",University of Nebraska Lincoln
7407,310000,42524,5,4,1868,10079,2010,"Lincoln, NE",University of Nebraska Lincoln
7408,375000,42519,5,3,2096,8712,2011,"Lincoln, NE",University of Nebraska Lincoln
7409,440000,42523,5,4,2528,9147,2012,"Lincoln, NE",University of Nebraska Lincoln
7410,264000,42527,3,2,1400,8276,2016,"Lincoln, NE",University of Nebraska Lincoln
7411,346407,42536,4,3,1638,6534,2015,"Lincoln, NE",University of Nebraska Lincoln
7412,259000,42531,3,3,1585,6534,2016,"Lincoln, NE",University of Nebraska Lincoln
7413,429000,42521,5,3,1842,13068,2012,"Lincoln, NE",University of Nebraska Lincoln
7414,255000,42517,3,2,1520,6751,2013,"Lincoln, NE",University of Nebraska Lincoln
7415,390000,42531,6,4,2366,9148,2012,"Lincoln, NE",University of Nebraska Lincoln
7416,369000,42535,5,3,1619,9583,2013,"Lincoln, NE",University of Nebraska Lincoln
7417,365000,42517,5,3,1684,10890,2013,"Lincoln, NE",University of Nebraska Lincoln
7418,245000,42534,4,3,1352,8276,2013,"Lincoln, NE",University of Nebraska Lincoln
7419,237000,42522,3,3,1305,11325.6,2015,"Lincoln, NE",University of Nebraska Lincoln
7420,462000,42524,5,3.25,2548,13068,2015,"Lincoln, NE",University of Nebraska Lincoln
7421,220000,42523,3,2.75,1300,9583,2016,"Lincoln, NE",University of Nebraska Lincoln
7422,333000,42527,4,3,1720,8712,2016,"Lincoln, NE",University of Nebraska Lincoln
7423,317250,42542,5,3,1716,11325.6,2013,"Lincoln, NE",University of Nebraska Lincoln
7424,283500,42552,3,2,1440,8276,2015,"Lincoln, NE",University of Nebraska Lincoln
7425,297000,42531,4,3,1534,15681.6,2014,"Lincoln, NE",University of Nebraska Lincoln
7426,345000,42534,5,3,2600,7377,2015,"Lincoln, NE",University of Nebraska Lincoln
7427,257000,42534,4,3,1979,9583,2015,"Lincoln, NE",University of Nebraska Lincoln
7428,275000,42527,4,3,1417,8276,2016,"Lincoln, NE",University of Nebraska Lincoln
7429,392000,42517,4,2.75,1744,14374.8,2015,"Lincoln, NE",University of Nebraska Lincoln
7430,205000,42527,3,2,1440,5663,2015,"Lincoln, NE",University of Nebraska Lincoln
7431,333500,42545,5,3,1511,8276,2016,"Lincoln, NE",University of Nebraska Lincoln
7432,306000,42529,4,3,1600,7841,2015,"Lincoln, NE",University of Nebraska Lincoln
7433,268000,42522,4,3,2600,9252,2016,"Lincoln, NE",University of Nebraska Lincoln
7434,306000,42552,5,3,1509,8276,2015,"Lincoln, NE",University of Nebraska Lincoln
7435,395000,42529,5,3,2006,9583,2015,"Lincoln, NE",University of Nebraska Lincoln
7436,415000,42538,5,3,2196,10018,2015,"Lincoln, NE",University of Nebraska Lincoln
7437,330000,42531,4,3,1712,9147,2015,"Lincoln, NE",University of Nebraska Lincoln
7438,475000,42517,5,3,2050,9148,2016,"Lincoln, NE",University of Nebraska Lincoln
7439,260000,42523,4,3,1505,8712,2016,"Lincoln, NE",University of Nebraska Lincoln
7440,269950,42517,4,3,1417,10018,2016,"Lincoln, NE",University of Nebraska Lincoln
7441,267000,42521,2,2.75,1427,8276,2015,"Lincoln, NE",University of Nebraska Lincoln
7442,237178,42552,4,2.5,1440,6098,2015,"Lincoln, NE",University of Nebraska Lincoln
7443,389800,42545,4,3,2460,8712,2016,"Lincoln, NE",University of Nebraska Lincoln
7444,115000,42552,3,1,1009,5200,1955,"Lincoln, NE",University of Nebraska Lincoln
7445,220000,42539,3,3,1748,10454,1978,"Lincoln, NE",University of Nebraska Lincoln
7446,268261,42549,4,4,1918,8276,2015,"Lincoln, NE",University of Nebraska Lincoln
7447,244000,42521,4,3,1918,7405,2015,"Lincoln, NE",University of Nebraska Lincoln
