Record,Sale_amount,Sale_date,Beds,Baths,Sqft_home,Sqft_lot,Type,Build_year,Town,University
5910,269000,42461,3,2,2180,8559,Single Family,1988,"Grand Forks, ND",University of North Dakota
5911,200600,42403,3,1.75,825,6116,Single Family,1979,"Grand Forks, ND",University of North Dakota
5912,262500,42423,4,1.75,1440,10796,Single Family,1965,"Grand Forks, ND",University of North Dakota
5913,199000,42388,3,1.75,1122,7920,Single Family,1958,"Grand Forks, ND",University of North Dakota
5914,221500,42458,3,2,2088,7551,Single Family,1963,"Grand Forks, ND",University of North Dakota
5915,298500,42400,2,2,1764,10468,Single Family,2004,"Grand Forks, ND",University of North Dakota
5916,182500,42516,4,2,1896,7000,Single Family,2004,"Grand Forks, ND",University of North Dakota
5917,106500,42488,2,2,1060,2256,Single Family,2005,"Grand Forks, ND",University of North Dakota
5918,395000,42489,5,3,3132,9774,Single Family,2015,"Grand Forks, ND",University of North Dakota
5919,287500,42426,4,3,2680,3920,Single Family,2015,"Grand Forks, ND",University of North Dakota
5920,284000,42502,4,2,2186,7800,Single Family,2014,"Grand Forks, ND",University of North Dakota
5921,140000,42562,2,2,1062,1069,Single Family,2004,"Grand Forks, ND",University of North Dakota
5922,261900,42556,3,3,2812,7557,Single Family,1970,"Grand Forks, ND",University of North Dakota
5923,101000,42556,4,2,2016,7000,Multi Family,1974,"Grand Forks, ND",University of North Dakota
5924,169000,42542,4,2,2100,5601,Single Family,1951,"Grand Forks, ND",University of North Dakota
5925,235000,42522,4,2,2089,4552,Single Family,2005,"Grand Forks, ND",University of North Dakota
5926,179500,42528,4,3,2379,2334,Single Family,1978,"Grand Forks, ND",University of North Dakota
5927,289900,42522,4,2,2364,10890,Single Family,1965,"Grand Forks, ND",University of North Dakota
5928,157000,42517,2,1,862,9700,Single Family,1948,"Grand Forks, ND",University of North Dakota
5929,357500,42551,5,4,4666,17424,Single Family,1981,"Grand Forks, ND",University of North Dakota
5930,180000,42545,4,2,1886,8575,Single Family,1888,"Grand Forks, ND",University of North Dakota
5931,155000,42503,4,2,1754,7405,Single Family,1978,"Grand Forks, ND",University of North Dakota
5932,186000,42504,3,2,2080,7078,Single Family,1962,"Grand Forks, ND",University of North Dakota
5933,140000,42545,3,1,1428,6860,Single Family,1927,"Grand Forks, ND",University of North Dakota
5934,129900,42517,3,1,1140,7000,Single Family,1947,"Grand Forks, ND",University of North Dakota
5935,209000,42489,3,2,1920,4404,Single Family,1986,"Grand Forks, ND",University of North Dakota
5936,305000,42551,4,3,2982,12632.4,Single Family,1993,"Grand Forks, ND",University of North Dakota
5937,276000,42506,4,2,2141,8060,Single Family,2005,"Grand Forks, ND",University of North Dakota
5938,288500,42500,4,3,2880,11325.6,Single Family,1979,"Grand Forks, ND",University of North Dakota
5939,260500,42414,4,2,2024,8288,Single Family,2007,"Grand Forks, ND",University of North Dakota
5940,535000,42489,4,3,5782,14810.4,Single Family,2001,"Grand Forks, ND",University of North Dakota
5941,297000,42513,4,3,3302,10020,Single Family,1967,"Grand Forks, ND",University of North Dakota
5942,220000,42411,4,2,2167,7000,Single Family,1954,"Grand Forks, ND",University of North Dakota
5943,255000,42444,4,3,2742,43560,Single Family,1979,"Grand Forks, ND",University of North Dakota
5944,289900,42429,4,2,2122,11325.6,Single Family,1966,"Grand Forks, ND",University of North Dakota
5945,87500,42521,3,1,1684,4500,Single Family,1904,"Grand Forks, ND",University of North Dakota
5946,84000,42428,1,1,650,7000,Single Family,1904,"Grand Forks, ND",University of North Dakota
5947,173000,42390,3,2,1920,7266,Single Family,1963,"Grand Forks, ND",University of North Dakota
5948,305000,42503,5,3,2688,11761.2,Single Family,2004,"Grand Forks, ND",University of North Dakota
5949,254000,42521,4,2,2160,7688,Single Family,1997,"Grand Forks, ND",University of North Dakota
5950,190000,42454,4,3,1984,10617,Single Family,1960,"Grand Forks, ND",University of North Dakota
5951,280000,42527,4,2,3028,7000,Single Family,1976,"Grand Forks, ND",University of North Dakota
5952,205500,42452,3,3,2332,8692,Single Family,1888,"Grand Forks, ND",University of North Dakota
5953,237200,42416,3,2,2422,9374,Single Family,1957,"Grand Forks, ND",University of North Dakota
5954,152000,42558,3,2,1280,8260,Single Family,1904,"Grand Forks, ND",University of North Dakota
5955,199900,42431,5,2,1920,9100,Single Family,1972,"Grand Forks, ND",University of North Dakota
5956,205000,42551,3,1,1944,12632.4,Single Family,1956,"Grand Forks, ND",University of North Dakota
5957,77700,42388,2,1,1096,6098,Single Family,1949,"Hartford, CT",University of Hartford
5958,119900,42506,3,1,1124,5900,Single Family,1952,"Hartford, CT",University of Hartford
5959,80500,42545,3,2,1008,5649,Single Family,1960,"Hartford, CT",University of Hartford
5960,133288,42495,3,2,1348,6499,Single Family,1941,"Hartford, CT",University of Hartford
5961,83000,42391,3,1,1152,5250,Single Family,1920,"Hartford, CT",University of Hartford
5962,38500,42425,3,1,1116,7000,Single Family,1945,"Hartford, CT",University of Hartford
5963,134000,42480,2,1,1350,7919,Single Family,1953,"Hartford, CT",University of Hartford
5964,131800,42425,3,1,1055,7710,Single Family,1984,"Hartford, CT",University of Hartford
5965,140000,42524,3,1,1236,7501,Single Family,1929,"Hartford, CT",University of Hartford
5966,159000,42423,3,2,1372,9983,Single Family,1960,"Hartford, CT",University of Hartford
5967,105000,42444,4,2,2624,8845,Multi Family,1918,"Hartford, CT",University of Hartford
5968,70555,42517,4,1,1356,7975,Single Family,1918,"Hartford, CT",University of Hartford
5969,119000,42522,2,1,899,7980,Single Family,1954,"Hartford, CT",University of Hartford
5970,142000,42486,6,3,4061,13068,Multiple Occupancy,1900,"Hartford, CT",University of Hartford
5971,219000,42408,4,2,2971,7500,Multiple Occupancy,1926,"Hartford, CT",University of Hartford
5972,60555,42453,3,1,1376,7200,Single Family,1926,"Hartford, CT",University of Hartford
5973,241000,42486,3,1,2208,7274,Multi Family,2015,"Hartford, CT",University of Hartford
5974,112000,42559,3,1.5,1406,5501,Single Family,1925,"Hartford, CT",University of Hartford
5975,100000,42437,3,1,1114,4792,Single Family,1940,"Hartford, CT",University of Hartford
5976,137000,42446,3,1,900,6250,Single Family,1954,"Hartford, CT",University of Hartford
5977,113000,42395,3,1.5,990,7501,Single Family,1953,"Hartford, CT",University of Hartford
5978,143000,42478,3,1,1525,7501,Single Family,1915,"Hartford, CT",University of Hartford
5979,147000,42496,3,2,1404,7550,Single Family,1922,"Hartford, CT",University of Hartford
5980,121550,42395,4,2,2600,7405,Single Family,1926,"Hartford, CT",University of Hartford
5981,152250,42492,3,2,1397,7701,Single Family,1920,"Hartford, CT",University of Hartford
5982,63000,42478,3,1.1,1362,13939.2,Single Family,1920,"Hartford, CT",University of Hartford
5983,171000,42447,6,2,2494,10890,Multiple Occupancy,1927,"Hartford, CT",University of Hartford
5984,54299,42521,3,2,1568,6969,Single Family,1937,"Hartford, CT",University of Hartford
5985,65555,42488,4,1.5,1496,5000,Single Family,1905,"Hartford, CT",University of Hartford
5986,135000,42423,6,2,2888,7500,Single Family,1926,"Hartford, CT",University of Hartford
5987,117075,42424,4,2,2866,6250,Multi Family,1924,"Hartford, CT",University of Hartford
5988,177500,42419,1,4,3840,6534,Multi Family,1929,"Hartford, CT",University of Hartford
5989,200000,42411,4,2,2418,5040,Multiple Occupancy,1925,"Hartford, CT",University of Hartford
5990,75100,42507,3,1.5,1425,6799,Single Family,1900,"Hartford, CT",University of Hartford
5991,125000,42430,8,3,3410,7492,Multi Family,1900,"Hartford, CT",University of Hartford
5992,115000,42408,4,2,1843,6540,Multiple Occupancy,1880,"Hartford, CT",University of Hartford
5993,88000,42423,8,2,2320,7126,Multi Family,1910,"Hartford, CT",University of Hartford
5994,98529,42453,6,3,3351,6969,Multi Family,1900,"Hartford, CT",University of Hartford
5995,100000,42391,3,1.5,1845,7501,Single Family,1955,"Hartford, CT",University of Hartford
5996,195000,42409,6,3,3585,6810,Multiple Occupancy,1900,"Hartford, CT",University of Hartford
5997,175000,42461,4,1,1488,6250,Single Family,1900,"Hartford, CT",University of Hartford
5998,140000,42460,4,2,2016,5662,Single Family,1914,"Hartford, CT",University of Hartford
5999,170000,42398,6,3,3315,6200,Multi Family,1925,"Hartford, CT",University of Hartford
6000,80000,42397,3,1.5,1125,5501,Single Family,1936,"Hartford, CT",University of Hartford
6001,146500,42485,3,2,1123,5000,Single Family,1953,"Hartford, CT",University of Hartford
6002,113900,42391,3,1,1116,5048,Single Family,1941,"Hartford, CT",University of Hartford
6003,227000,42436,6,3,4056,6324,Multiple Occupancy,1910,"Hartford, CT",University of Hartford
6004,140000,42425,3,3,3588,7500,Multiple Occupancy,1910,"Hartford, CT",University of Hartford
6005,168500,42464,3,3,3780,4530,Multi Family,1926,"Hartford, CT",University of Hartford
6006,97500,42489,1,3,2791,5227,Multi Family,1905,"Hartford, CT",University of Hartford
6007,141000,42514,3,2,1544,8494,Single Family,2002,"Hartford, CT",University of Hartford
6008,60700,42443,3,1.5,1472,6420,Single Family,1900,"Hartford, CT",University of Hartford
6009,215000,42425,6,3,3217,5900,Multiple Occupancy,1910,"Hartford, CT",University of Hartford
6010,286000,42499,6,3.5,3738,6751,Multi Family,1900,"Hartford, CT",University of Hartford
6011,545000,42487,4,3,3200,32670,Single Family,1987,"Hartford, CT",University of Hartford
6012,637500,42423,6,4.5,7305,62290.8,Single Family,1913,"Hartford, CT",University of Hartford
6013,485000,42473,6,4,5031,30056.4,Single Family,1922,"Hartford, CT",University of Hartford
6014,540000,42536,5,3.5,3314,15681.6,Single Family,1922,"Hartford, CT",University of Hartford
6015,134900,42411,4,2,1920,7850,Single Family,1910,"Hartford, CT",University of Hartford
6016,110111,42429,9,3,3600,4443,Multi Family,1910,"Hartford, CT",University of Hartford
6017,97000,42457,6,3,3692,6875,Multiple Occupancy,1915,"Hartford, CT",University of Hartford
6018,199000,42389,3,3.5,3300,7405,Single Family,1900,"Hartford, CT",University of Hartford
6019,136000,42485,3,1,1232,12632.4,Single Family,1940,"Hartford, CT",University of Hartford
6020,80000,42471,3,2.5,1456,5749,Single Family,1939,"Hartford, CT",University of Hartford
6021,50000,42458,2,1.5,1237,8298,Single Family,1941,"Hartford, CT",University of Hartford
6022,67200,42515,4,2,1458,6970,Single Family,1936,"Hartford, CT",University of Hartford
6023,123000,42461,3,1,975,8276,Single Family,1955,"Hartford, CT",University of Hartford
6024,50459,42468,3,1,1120,8938,Single Family,1951,"Hartford, CT",University of Hartford
6025,173000,42401,8,3,3152,7000,Multiple Occupancy,1921,"Hartford, CT",University of Hartford
6026,140000,42472,4,2,1632,6860,Single Family,1927,"Hartford, CT",University of Hartford
6027,55000,42426,4,1.5,1092,7805,Single Family,1940,"Hartford, CT",University of Hartford
6028,136803,42396,6,3,3447,6820,Multiple Occupancy,1905,"Hartford, CT",University of Hartford
6029,95000,42468,4,4.5,1825,5009,Single Family,1926,"Hartford, CT",University of Hartford
6030,61399,42494,3,2,1374,6098,Single Family,1951,"Hartford, CT",University of Hartford
6031,103950,42488,3,1,2716,5710,Multi Family,1926,"Hartford, CT",University of Hartford
6032,90000,42471,3,1.5,1450,5000,Single Family,1921,"Hartford, CT",University of Hartford
6033,154000,42478,4,2,1664,9890,Multi Family,1942,"Hartford, CT",University of Hartford
6034,135299,42468,3,2.5,3076,9250,Single Family,1929,"Hartford, CT",University of Hartford
6035,125000,42459,3,2,1080,10260,Single Family,1968,"Hartford, CT",University of Hartford
6036,215000,42478,5,3.5,2553,10175,Single Family,1928,"Hartford, CT",University of Hartford
6037,71000,42501,5,2,2480,9909,Single Family,1925,"Hartford, CT",University of Hartford
6038,210000,42423,9,3,4298,8780,Multiple Occupancy,1910,"Hartford, CT",University of Hartford
6039,28000,42450,3,1,1115,14374.8,Single Family,1955,"Hartford, CT",University of Hartford
6040,135000,42496,6,2,2400,7190,Multiple Occupancy,1920,"Hartford, CT",University of Hartford
6041,175000,42487,6,3,3465,7450,Multiple Occupancy,1900,"Hartford, CT",University of Hartford
6042,116000,42487,3,1,1196,6700,Multi Family,1926,"Hartford, CT",University of Hartford
6043,225000,42475,1,3,3885,6534,Multi Family,1924,"Hartford, CT",University of Hartford
6044,152000,42416,11,3,4305,3920,Multi Family,1900,"Hartford, CT",University of Hartford
6045,109000,42429,4,1,1368,5227,Single Family,1987,"Hartford, CT",University of Hartford
6046,72500,42459,4,2,1360,3310,Single Family,1909,"Hartford, CT",University of Hartford
6047,175000,42389,3,2,1739,6098,Single Family,1901,"Hartford, CT",University of Hartford
6048,207000,42446,3,2,1909,11325.6,Single Family,1920,"Hartford, CT",University of Hartford
6049,160000,42397,3,1.5,1374,6250,Single Family,1925,"Hartford, CT",University of Hartford
6050,183000,42389,3,1.5,1861,7300,Single Family,1936,"Hartford, CT",University of Hartford
6051,149500,42514,2,2,1090,6250,Single Family,1963,"Hartford, CT",University of Hartford
6052,50000,42404,3,1,1539,7501,Single Family,1925,"Hartford, CT",University of Hartford
6053,80325,42494,3,1,1644,5501,Single Family,1927,"Hartford, CT",University of Hartford
6054,134000,42488,4,2,1500,5924,Single Family,1966,"Hartford, CT",University of Hartford
6055,97555,42465,3,1.5,1602,13503.6,Single Family,1954,"Hartford, CT",University of Hartford
6056,132000,42444,3,1,1320,6699,Single Family,1929,"Hartford, CT",University of Hartford
6057,112758,42431,1,3,3429,6098,Multi Family,1927,"Hartford, CT",University of Hartford
6058,40000,42403,3,1.5,1040,12196.8,Single Family,1900,"Hartford, CT",University of Hartford
6059,79719,42473,3,1,1558,8144,Single Family,1920,"Hartford, CT",University of Hartford
6060,138000,42460,6,3,3941,9000,Multiple Occupancy,1910,"Hartford, CT",University of Hartford
6061,189900,42451,3,2.5,1870,5000,Single Family,1938,"Hartford, CT",University of Hartford
6062,61000,42503,4,2,2198,2199,Multi Family,1915,"Hartford, CT",University of Hartford
6063,244000,42408,1,2,2400,6098,Multi Family,2013,"Hartford, CT",University of Hartford
6064,85299,42429,3,1,1020,5227,Single Family,1951,"Hartford, CT",University of Hartford
6065,85359,42522,3,2,1696,5662,Single Family,1915,"Hartford, CT",University of Hartford
6066,119000,42468,3,1.5,1182,5000,Single Family,1958,"Hartford, CT",University of Hartford
6067,115100,42401,9,3,4131,6100,Multiple Occupancy,1915,"Hartford, CT",University of Hartford
6068,205000,42409,5,2,2608,6065,Multiple Occupancy,1930,"Hartford, CT",University of Hartford
6069,195000,42489,9,3,3000,6700,Multiple Occupancy,1900,"Hartford, CT",University of Hartford
6070,257000,42388,7,4.5,3386,8820,Single Family,1905,"Hartford, CT",University of Hartford
6071,135000,42487,4,2,2026,7801,Single Family,1910,"Hartford, CT",University of Hartford
6072,110000,42489,6,3,2651,5500,Multiple Occupancy,1897,"Hartford, CT",University of Hartford
6073,86000,42524,2,1.5,978,3001,Single Family,1910,"Hartford, CT",University of Hartford
6074,36000,42447,3,2,1410,7800,Single Family,1953,"Hartford, CT",University of Hartford
6075,125000,42457,3,2,1092,8833,Single Family,1951,"Hartford, CT",University of Hartford
6076,51450,42395,3,1.5,1626,7980,Single Family,1932,"Hartford, CT",University of Hartford
6077,153000,42398,3,1.5,1604,7000,Single Family,1927,"Hartford, CT",University of Hartford
6078,136000,42475,3,2,1764,5000,Single Family,1942,"Hartford, CT",University of Hartford
6079,46950,42522,3,2,1533,7100,Single Family,1920,"Hartford, CT",University of Hartford
6080,85000,42488,2,1,1001,5074,Single Family,1998,"Hartford, CT",University of Hartford
6081,88900,42439,3,2,1080,3963,Single Family,1999,"Hartford, CT",University of Hartford
6082,179000,42433,3,2,1508,6534,Single Family,1941,"Hartford, CT",University of Hartford
6083,161000,42551,3,1.5,1696,5998,Single Family,1938,"Hartford, CT",University of Hartford
6084,190000,42424,4,1.5,1940,5998,Single Family,1934,"Hartford, CT",University of Hartford
6085,40000,42457,3,1,1100,7784,Single Family,1940,"Hartford, CT",University of Hartford
6086,139000,42398,3,1.5,1370,5501,Single Family,1923,"Hartford, CT",University of Hartford
6087,142000,42503,3,1,1277,6899,Single Family,1922,"Hartford, CT",University of Hartford
6088,110500,42444,2,1,955,5723,Single Family,1952,"Hartford, CT",University of Hartford
6089,159000,42524,3,1.5,1229,6050,Single Family,1947,"Hartford, CT",University of Hartford
6090,120000,42481,4,2,2238,9000,Multiple Occupancy,1890,"Hartford, CT",University of Hartford
6091,360000,42422,5,3,2813,7753,Single Family,1910,"Hartford, CT",University of Hartford
6092,342000,42451,6,2.5,2852,9250,Single Family,1890,"Hartford, CT",University of Hartford
6093,65000,42487,4,1,1352,6250,Single Family,1950,"Hartford, CT",University of Hartford
6094,62000,42528,3,1.1,1363,5000,Single Family,1926,"Hartford, CT",University of Hartford
6095,130000,42488,3,1.5,1510,6751,Single Family,1933,"Hartford, CT",University of Hartford
6096,123000,42486,3,2.5,1804,3009,Single Family,2004,"Hartford, CT",University of Hartford
6097,152000,42422,4,3.5,1685,5100,Single Family,2004,"Hartford, CT",University of Hartford
6098,245000,42402,6,2,2394,6708,Multi Family,2013,"Hartford, CT",University of Hartford
6099,240000,42431,1,2,2400,5009,Multi Family,2013,"Hartford, CT",University of Hartford
6100,209900,42471,3,2,2400,5771,Multi Family,2014,"Hartford, CT",University of Hartford
6101,335000,42472,6,8,10700,8276,Multi Family,1910,"Hartford, CT",University of Hartford
6102,182000,42445,2,1,6048,6969,Multi Family,1900,"Hartford, CT",University of Hartford
6103,50000,42538,4,2,1748,5000,Multi Family,1900,"Hartford, CT",University of Hartford
6104,115000,42394,9,3,4131,6098,Multi Family,1915,"Hartford, CT",University of Hartford
6105,219000,42404,4,1,2971,7501,Multi Family,1926,"Hartford, CT",University of Hartford
6106,94000,42450,6,3,3315,6969,Multi Family,1900,"Hartford, CT",University of Hartford
6107,116000,42487,9,3,3585,6699,Multi Family,1926,"Hartford, CT",University of Hartford
6108,168000,42514,2,1,1092,6011,Single Family,1900,"Iowa City, IA",University of Iowa
6109,360000,42514,5,3.5,3744,10890,Single Family,1999,"Iowa City, IA",University of Iowa
6110,320000,42489,3,3,2395,10123,Single Family,1988,"Iowa City, IA",University of Iowa
6111,200000,42472,3,2,2220,6490,Single Family,1979,"Iowa City, IA",University of Iowa
6112,260000,42500,3,2,1554,10672,Single Family,1938,"Iowa City, IA",University of Iowa
6113,80000,42430,3,1,1364,8494,Single Family,1870,"Iowa City, IA",University of Iowa
6114,217000,42528,3,2,1748,13503.6,Single Family,1973,"Iowa City, IA",University of Iowa
6115,262000,42513,4,2.25,1763,6011,Single Family,1917,"Iowa City, IA",University of Iowa
6116,409000,42538,6,3,3752,74923.2,Single Family,1987,"Iowa City, IA",University of Iowa
6117,234000,42447,4,3,2180,10062,Single Family,1958,"Iowa City, IA",University of Iowa
6118,212500,42510,4,1.75,1566,12196.8,Single Family,1958,"Iowa City, IA",University of Iowa
6119,230000,42550,4,2,2054,10560,Single Family,1900,"Iowa City, IA",University of Iowa
6120,360000,42552,4,3,2188,10890,Single Family,1920,"Iowa City, IA",University of Iowa
6121,300000,42450,3,1.75,2835,5662,Single Family,1900,"Iowa City, IA",University of Iowa
6122,350000,42459,4,3.5,2540,16988.4,Single Family,1988,"Iowa City, IA",University of Iowa
6123,340500,42528,4,2.25,2960,17424,Single Family,1970,"Iowa City, IA",University of Iowa
6124,250000,42544,3,1.5,1768,10890,Single Family,1957,"Iowa City, IA",University of Iowa
6125,156000,42443,2,2,1899,6447,Single Family,1885,"Iowa City, IA",University of Iowa
6126,230000,42506,4,1.75,2012,7840,Single Family,1966,"Iowa City, IA",University of Iowa
6127,332000,42510,3,2.25,2583,13068,Single Family,1987,"Iowa City, IA",University of Iowa
6128,160000,42516,3,2,1960,8712,Single Family,1920,"Iowa City, IA",University of Iowa
6129,260000,42523,3,3.5,2300,9840,Single Family,1994,"Iowa City, IA",University of Iowa
6130,290000,42471,4,3.5,2405,25700.4,Single Family,1993,"Iowa City, IA",University of Iowa
6131,185000,42468,3,1.75,1907,6540,Single Family,1975,"Iowa City, IA",University of Iowa
6132,177500,42558,4,3,1700,6882,Single Family,1972,"Iowa City, IA",University of Iowa
6133,164900,42551,3,1.5,1700,6882,Single Family,1972,"Iowa City, IA",University of Iowa
6134,247500,42545,4,2.25,2294,15681.6,Single Family,1984,"Iowa City, IA",University of Iowa
6135,320000,42487,4,5.25,3650,45738,Single Family,1963,"Iowa City, IA",University of Iowa
6136,190000,42437,4,1.75,1871,10454,Single Family,1976,"Iowa City, IA",University of Iowa
6137,390000,42452,5,3.5,3735,28749.6,Single Family,1990,"Iowa City, IA",University of Iowa
6138,230000,42534,3,2.75,1748,11325.6,Single Family,1969,"Iowa City, IA",University of Iowa
6139,249000,42513,4,2.25,2681,14810.4,Single Family,1966,"Iowa City, IA",University of Iowa
6140,267500,42531,6,1.75,2398,15681.6,Single Family,1966,"Iowa City, IA",University of Iowa
6141,188000,42535,4,2,1496,16552.8,Single Family,1966,"Iowa City, IA",University of Iowa
6142,165000,42464,3,3,1227,10193,Single Family,1973,"Iowa City, IA",University of Iowa
6143,197000,42493,3,2,1582,13503.6,Single Family,1973,"Iowa City, IA",University of Iowa
6144,170000,42508,4,2.25,1540,7840,Single Family,1982,"Iowa City, IA",University of Iowa
6145,165000,42499,3,1.5,988,6534,Single Family,1974,"Iowa City, IA",University of Iowa
6146,178000,42524,3,1.5,1530,9583,Single Family,1969,"Iowa City, IA",University of Iowa
6147,202500,42478,3,1.75,1888,10803,Single Family,1976,"Iowa City, IA",University of Iowa
6148,207000,42537,4,3,1968,9235,Single Family,1966,"Iowa City, IA",University of Iowa
6149,195000,42529,3,2.5,1698,9583,Single Family,1971,"Iowa City, IA",University of Iowa
6150,195000,42529,3,2,1415,9191,Single Family,1972,"Iowa City, IA",University of Iowa
6151,192000,42429,4,3,1862,9322,Single Family,1968,"Iowa City, IA",University of Iowa
6152,202000,42440,3,2.25,1744,11761.2,Single Family,1965,"Iowa City, IA",University of Iowa
6153,167000,42534,4,1.5,1872,11761.2,Single Family,1963,"Iowa City, IA",University of Iowa
6154,179000,42480,3,2,1960,10062,Single Family,1960,"Iowa City, IA",University of Iowa
6155,148500,42549,3,2,1360,10890,Single Family,1961,"Iowa City, IA",University of Iowa
6156,75000,42419,4,2,2080,10018,Single Family,1962,"Iowa City, IA",University of Iowa
6157,209500,42551,3,2,2120,4574,Single Family,1999,"Iowa City, IA",University of Iowa
6158,190000,42458,4,2.75,1680,6621,Single Family,1977,"Iowa City, IA",University of Iowa
6159,141500,42478,3,1.5,1304,7492,Single Family,1956,"Iowa City, IA",University of Iowa
6160,179000,42509,4,2,1450,6621,Single Family,1978,"Iowa City, IA",University of Iowa
6161,163000,42461,3,1.5,1428,6621,Single Family,1978,"Iowa City, IA",University of Iowa
6162,234500,42450,4,3,2402,8712,Single Family,1990,"Iowa City, IA",University of Iowa
6163,187500,42542,3,2,1469,37897.2,Single Family,1974,"Iowa City, IA",University of Iowa
6164,185000,42443,4,1.5,2151,13068,Single Family,1973,"Iowa City, IA",University of Iowa
6165,212000,42536,4,2,1981,9191,Single Family,1976,"Iowa City, IA",University of Iowa
6166,229000,42529,4,1.5,2743,13939.2,Single Family,1977,"Iowa City, IA",University of Iowa
6167,200000,42538,4,2,1987,13503.6,Single Family,1983,"Iowa City, IA",University of Iowa
6168,349000,42544,5,3.5,3347,11761.2,Single Family,1988,"Iowa City, IA",University of Iowa
6169,288000,42438,4,4,2449,12632.4,Single Family,1989,"Iowa City, IA",University of Iowa
6170,335000,42450,4,2,2433,12196.8,Single Family,1920,"Iowa City, IA",University of Iowa
6171,85600,42541,1,1,624,6000,Single Family,1930,"Iowa City, IA",University of Iowa
6172,244000,42464,3,1.5,1396,12196.8,Single Family,1927,"Iowa City, IA",University of Iowa
6173,148000,42418,2,1,784,5271,Single Family,1930,"Iowa City, IA",University of Iowa
6174,264000,42513,3,1.75,1600,12196.8,Single Family,1900,"Iowa City, IA",University of Iowa
6175,180000,42552,3,2,1501,12632.4,Single Family,1939,"Iowa City, IA",University of Iowa
6176,275000,42410,5,2.25,2373,8276,Single Family,1940,"Iowa City, IA",University of Iowa
6177,325000,42527,4,1.5,1750,8350,Single Family,1939,"Iowa City, IA",University of Iowa
6178,230000,42548,3,1.5,1755,6534,Single Family,1953,"Iowa City, IA",University of Iowa
6179,193000,42531,2,2,828,10890,Single Family,1923,"Iowa City, IA",University of Iowa
6180,194000,42499,3,2,1655,7187,Single Family,1920,"Iowa City, IA",University of Iowa
6181,450000,42544,3,2.25,2525,16988.4,Single Family,1896,"Iowa City, IA",University of Iowa
6182,165500,42515,2,2.5,876,8407,Single Family,1951,"Iowa City, IA",University of Iowa
6183,212500,42536,3,1.75,1527,5837,Single Family,1925,"Iowa City, IA",University of Iowa
6184,175000,42453,3,1.5,1069,6098,Single Family,1923,"Iowa City, IA",University of Iowa
6185,195000,42544,2,1.5,1232,6534,Single Family,1920,"Iowa City, IA",University of Iowa
6186,259500,42482,3,2,1604,6273,Single Family,1930,"Iowa City, IA",University of Iowa
6187,355000,42488,4,4,2030,9365,Single Family,1915,"Iowa City, IA",University of Iowa
6188,232000,42509,3,1,1262,6250,Single Family,1930,"Iowa City, IA",University of Iowa
6189,175000,42487,3,2.75,1414,10019,Single Family,1963,"Iowa City, IA",University of Iowa
6190,124000,42534,3,1,912,7492,Single Family,1955,"Iowa City, IA",University of Iowa
6191,229100,42530,3,1,1503,6250,Single Family,1928,"Iowa City, IA",University of Iowa
6192,169900,42524,3,1,1668,8712,Single Family,1948,"Iowa City, IA",University of Iowa
6193,125000,42417,4,1.75,2052,4791,Single Family,1967,"Iowa City, IA",University of Iowa
6194,155000,42458,3,1,1135,6273,Single Family,1993,"Iowa City, IA",University of Iowa
6195,140000,42464,3,1,1254,8146,Single Family,1962,"Iowa City, IA",University of Iowa
6196,160000,42496,5,2,1808,6969,Single Family,1961,"Iowa City, IA",University of Iowa
6197,155000,42528,3,2,1400,6011,Single Family,1930,"Iowa City, IA",University of Iowa
6198,117500,42412,2,1,940,6011,Single Family,1930,"Iowa City, IA",University of Iowa
6199,130500,42529,2,1,864,6000,Single Family,1974,"Iowa City, IA",University of Iowa
6200,155000,42500,2,1.5,842,4800,Single Family,1940,"Iowa City, IA",University of Iowa
6201,162000,42466,2,0.75,1325,5662,Single Family,1954,"Iowa City, IA",University of Iowa
6202,240500,42530,3,3,1512,6098,Single Family,1910,"Iowa City, IA",University of Iowa
6203,165000,42461,3,1,1080,5662,Single Family,1900,"Iowa City, IA",University of Iowa
6204,166000,42522,2,1.75,1508,6098,Single Family,1956,"Iowa City, IA",University of Iowa
6205,125000,42478,3,1.5,1298,6490,Single Family,1956,"Iowa City, IA",University of Iowa
6206,133500,42507,3,2,1436,7150,Single Family,1956,"Iowa City, IA",University of Iowa
6207,225100,42496,1,1.75,1454,13068,Single Family,1933,"Iowa City, IA",University of Iowa
6208,445000,42524,4,3,3060,18295.2,Single Family,1960,"Iowa City, IA",University of Iowa
6209,265000,42522,3,1,1716,15246,Single Family,1900,"Iowa City, IA",University of Iowa
6210,175000,42433,2,2,692,9583,Single Family,1945,"Iowa City, IA",University of Iowa
6211,262000,42495,4,2,1952,14374.8,Single Family,1962,"Iowa City, IA",University of Iowa
6212,250000,42535,4,4,2504,10237,Single Family,1973,"Iowa City, IA",University of Iowa
6213,232500,42516,4,3,2508,10149,Single Family,1976,"Iowa City, IA",University of Iowa
6214,265000,42523,5,3,2857,10803,Single Family,1976,"Iowa City, IA",University of Iowa
6215,109000,42524,2,1,792,5227,Single Family,1955,"Iowa City, IA",University of Iowa
6216,82500,42521,2,0.75,696,5227,Single Family,1956,"Iowa City, IA",University of Iowa
6217,316600,42521,4,3,3016,12196.8,Single Family,1973,"Iowa City, IA",University of Iowa
6218,335000,42461,4,3.5,3246,20908.8,Single Family,1976,"Iowa City, IA",University of Iowa
